CAMPAIGN_ID,CAMPAIGN_TYPE,CHANNEL_USED,CUSTOMER_SEGMENT,CONVERSION_RATE,ROI_RATE,COST_CLEAN,EFFECIENCY
35654,Email,Website,Outdoor Adventurers,0.1,2.23,19182,0.0001162548222
35655,Influencer,Instagram,Foodies,0.11,6.29,7154,0.0008792284037
35656,Email,Website,Foodies,0.02,6.94,5529,0.001255199855
35657,Search,Website,Tech Enthusiasts,0.02,2.79,15919,0.0001752622652
35658,Search,Instagram,Foodies,0.07,2.27,16715,0.0001358061621
35659,Email,Email,Fashionistas,0.14,4.17,10743,0.0003881597319
35660,Display,Facebook,Tech Enthusiasts,0.05,7.34,19404,0.0003782725211
35661,Display,Facebook,Outdoor Adventurers,0.12,3.65,13574,0.0002688964196
35662,Influencer,YouTube,Health & Wellness,0.07,2.27,7479,0.0003035165129
35663,Influencer,Facebook,Fashionistas,0.08,7.85,5869,0.001337536207
35664,Search,Website,Health & Wellness,0.1,3.9,12142,0.0003211991435
35665,Influencer,Facebook,Fashionistas,0.02,3.17,7743,0.0004094020406
35666,Influencer,Google Ads,Health & Wellness,0.05,3.97,6728,0.0005900713436
35667,Display,YouTube,Foodies,0.08,6.53,17436,0.0003745125029
35668,Social Media,Google Ads,Fashionistas,0.02,2.29,16947,0.0001351271611
35669,Search,Website,Fashionistas,0.12,3.92,13252,0.0002958044069
35670,Social Media,Instagram,Foodies,0.14,2.98,15635,0.0001905980173
35671,Influencer,Email,Fashionistas,0.13,6.31,16575,0.000380693816
35672,Influencer,Website,Fashionistas,0.11,5.77,18110,0.0003186085036
35673,Email,Instagram,Foodies,0.11,3.44,15008,0.0002292110874
35674,Display,Website,Outdoor Adventurers,0.03,3.24,13974,0.000231859167
35675,Search,YouTube,Health & Wellness,0.15,4.11,9981,0.0004117823865
35676,Social Media,Instagram,Foodies,0.09,2.46,18564,0.0001325145443
35677,Display,Facebook,Foodies,0.09,6.97,16346,0.0004264040132
35678,Influencer,Facebook,Foodies,0.15,7.62,14681,0.0005190382127
35679,Email,Google Ads,Health & Wellness,0.11,2.03,10294,0.0001972022537
35680,Display,Instagram,Health & Wellness,0.06,7.85,13328,0.0005889855942
35681,Email,Website,Health & Wellness,0.12,7.56,10135,0.0007459299457
35682,Influencer,Facebook,Health & Wellness,0.06,5.83,17832,0.000326940332
35683,Display,Instagram,Tech Enthusiasts,0.1,3.62,18236,0.0001985084448
35684,Social Media,Facebook,Foodies,0.04,6.82,6668,0.001022795441
35685,Search,Website,Fashionistas,0.03,5.53,11922,0.0004638483476
35686,Influencer,Instagram,Outdoor Adventurers,0.02,2.79,9349,0.0002984276393
35687,Display,Facebook,Foodies,0.02,7.62,9999,0.0007620762076
35688,Social Media,Google Ads,Tech Enthusiasts,0.14,3.36,14226,0.0002361872628
35689,Email,Google Ads,Foodies,0.06,5.69,19263,0.0002953849348
35690,Social Media,Instagram,Tech Enthusiasts,0.02,3.93,11504,0.000341620306
35691,Influencer,Email,Fashionistas,0.01,3.39,17353,0.00019535527
35692,Influencer,Instagram,Outdoor Adventurers,0.05,4.42,6483,0.0006817831251
35693,Social Media,Website,Fashionistas,0.09,6.2,15942,0.000388909798
35694,Search,Facebook,Fashionistas,0.06,2.82,12028,0.0002344529431
35695,Email,Website,Tech Enthusiasts,0.08,2.21,12136,0.0001821028345
35696,Email,Facebook,Tech Enthusiasts,0.09,7.98,17251,0.0004625818793
35697,Display,Instagram,Foodies,0.09,2.68,6357,0.0004215825075
35698,Influencer,Website,Fashionistas,0.06,2.24,8608,0.0002602230483
35699,Display,Website,Health & Wellness,0.07,5.33,5700,0.0009350877193
35700,Email,Facebook,Health & Wellness,0.09,7.75,8957,0.0008652450597
35701,Display,Instagram,Health & Wellness,0.08,3.62,11302,0.0003202972925
35702,Display,Facebook,Foodies,0.09,2.44,11095,0.0002199188824
35703,Search,Instagram,Outdoor Adventurers,0.12,2.36,17992,0.0001311694086
35704,Display,YouTube,Fashionistas,0.06,5.99,14838,0.0004036932201
35705,Search,Instagram,Outdoor Adventurers,0.15,5.12,12924,0.0003961621789
35706,Search,YouTube,Tech Enthusiasts,0.02,6.79,16546,0.0004103710867
35707,Search,YouTube,Foodies,0.13,5.04,5818,0.0008662770712
35708,Influencer,Instagram,Fashionistas,0.02,3.02,6144,0.0004915364583
35709,Display,Google Ads,Tech Enthusiasts,0.06,4.56,5050,0.000902970297
35710,Email,YouTube,Foodies,0.04,5.97,9252,0.0006452658885
35711,Email,Website,Tech Enthusiasts,0.13,7.66,19538,0.0003920565053
35712,Search,Instagram,Foodies,0.05,7.3,5250,0.00139047619
35713,Display,Facebook,Health & Wellness,0.12,2.99,8800,0.0003397727273
35714,Email,Instagram,Outdoor Adventurers,0.05,6.86,14046,0.0004883952727
35715,Display,Email,Outdoor Adventurers,0.05,5.39,18368,0.000293445122
35716,Influencer,YouTube,Health & Wellness,0.12,3.98,6163,0.0006457893883
35717,Social Media,Facebook,Outdoor Adventurers,0.12,3.27,12533,0.0002609111944
35718,Search,Email,Tech Enthusiasts,0.07,6.62,7035,0.0009410092395
35719,Display,Facebook,Outdoor Adventurers,0.07,5.74,13432,0.000427337701
35720,Email,Website,Health & Wellness,0.11,3.46,11228,0.000308158176
35721,Email,Google Ads,Outdoor Adventurers,0.03,5.41,8298,0.0006519643288
35722,Social Media,Facebook,Health & Wellness,0.05,6.09,17187,0.0003543375807
35723,Social Media,Instagram,Foodies,0.14,7.68,14251,0.0005389095502
35724,Display,Facebook,Health & Wellness,0.05,6.08,15010,0.0004050632911
35725,Display,Website,Outdoor Adventurers,0.12,6.43,7663,0.0008390969594
35726,Influencer,Instagram,Tech Enthusiasts,0.09,4.67,9243,0.0005052472141
35727,Influencer,Google Ads,Foodies,0.02,5.54,10534,0.0005259160813
35728,Influencer,Google Ads,Foodies,0.08,7.63,5517,0.001382998006
35729,Search,YouTube,Outdoor Adventurers,0.05,3.25,16319,0.0001991543599
35730,Display,Google Ads,Health & Wellness,0.05,5.79,10814,0.000535417052
35731,Display,Website,Foodies,0.11,6.94,11260,0.0006163410302
35732,Email,Google Ads,Health & Wellness,0.12,3.94,18602,0.0002118051822
35733,Email,YouTube,Tech Enthusiasts,0.05,7.84,14260,0.0005497896213
35734,Search,Instagram,Tech Enthusiasts,0.07,2.21,12359,0.0001788170564
35735,Email,Email,Outdoor Adventurers,0.06,7.74,13462,0.0005749517159
35736,Email,Facebook,Outdoor Adventurers,0.08,5.64,9738,0.0005791743685
35737,Display,Facebook,Health & Wellness,0.15,2.73,11782,0.0002317093872
35738,Influencer,Website,Foodies,0.01,7.7,6901,0.001115780322
35739,Email,Google Ads,Health & Wellness,0.06,7.06,11269,0.0006264974709
35740,Search,Google Ads,Health & Wellness,0.09,6.24,8300,0.0007518072289
35741,Influencer,Instagram,Foodies,0.15,2.84,10065,0.0002821659215
35742,Social Media,Instagram,Health & Wellness,0.15,3.69,18727,0.0001970417045
35743,Display,Website,Foodies,0.06,2.96,9098,0.0003253462299
35744,Display,Instagram,Fashionistas,0.07,7.28,17698,0.0004113459148
35745,Social Media,Website,Foodies,0.05,6.38,14626,0.0004362094899
35746,Search,YouTube,Outdoor Adventurers,0.13,6.83,18413,0.0003709335795
35747,Influencer,Email,Outdoor Adventurers,0.12,4.19,10653,0.0003933164367
35748,Email,Facebook,Tech Enthusiasts,0.15,6.19,15558,0.0003978660496
35749,Display,YouTube,Outdoor Adventurers,0.12,5.45,7564,0.0007205182443
35750,Social Media,Facebook,Tech Enthusiasts,0.04,6.7,8768,0.0007641423358
35751,Email,Website,Health & Wellness,0.11,5.77,19791,0.0002915466626
35752,Social Media,Website,Fashionistas,0.1,7.58,10316,0.0007347809228
35753,Search,Google Ads,Fashionistas,0.06,3.01,11661,0.0002581253752
35754,Social Media,Instagram,Foodies,0.03,2.78,17210,0.0001615339919
35755,Display,Email,Tech Enthusiasts,0.03,2.06,9015,0.0002285080422
35756,Influencer,YouTube,Tech Enthusiasts,0.03,7.17,18396,0.0003897586432
35757,Influencer,Email,Fashionistas,0.09,3.18,17107,0.0001858888174
35758,Email,Website,Tech Enthusiasts,0.04,3.61,6750,0.0005348148148
35759,Search,Website,Foodies,0.06,3.2,8952,0.0003574620197
35760,Search,YouTube,Foodies,0.07,2.65,8973,0.0002953304358
35761,Email,Facebook,Foodies,0.11,5.81,15855,0.0003664459161
35762,Display,YouTube,Health & Wellness,0.15,3.28,8269,0.0003966622324
35763,Search,YouTube,Health & Wellness,0.13,4.63,8661,0.0005345803025
35764,Display,YouTube,Outdoor Adventurers,0.09,7.68,17467,0.0004396862655
35765,Social Media,YouTube,Outdoor Adventurers,0.05,5.37,15957,0.0003365294228
35766,Influencer,Facebook,Tech Enthusiasts,0.13,4.55,14134,0.0003219187774
35767,Influencer,YouTube,Tech Enthusiasts,0.08,7,5536,0.001264450867
35768,Email,Facebook,Tech Enthusiasts,0.13,5.14,18673,0.0002752637498
35769,Search,Email,Health & Wellness,0.14,7.2,13087,0.0005501642852
35770,Influencer,Instagram,Fashionistas,0.08,4.05,12869,0.0003147097677
35771,Influencer,Google Ads,Foodies,0.08,2.62,12637,0.0002073276885
35772,Email,Instagram,Foodies,0.15,3.07,13214,0.0002323293477
35773,Influencer,Google Ads,Tech Enthusiasts,0.13,3.76,15380,0.000244473342
35774,Email,Facebook,Tech Enthusiasts,0.01,6.47,12870,0.0005027195027
35775,Search,Email,Tech Enthusiasts,0.15,2.42,6283,0.0003851663218
35776,Social Media,Website,Outdoor Adventurers,0.09,6.37,15408,0.0004134215992
35777,Social Media,Facebook,Tech Enthusiasts,0.11,2.31,12430,0.000185840708
35778,Social Media,Website,Tech Enthusiasts,0.03,2.28,18418,0.0001237919427
35779,Influencer,Instagram,Outdoor Adventurers,0.03,6.4,11288,0.0005669737775
35780,Display,YouTube,Foodies,0.06,5.04,9391,0.0005366840592
35781,Email,Website,Tech Enthusiasts,0.02,6.86,6194,0.00110752341
35782,Email,Instagram,Health & Wellness,0.13,7.62,5570,0.001368043088
35783,Social Media,Facebook,Tech Enthusiasts,0.07,5.87,13719,0.0004278737517
35784,Influencer,Facebook,Fashionistas,0.13,2.74,16553,0.0001655289071
35785,Search,YouTube,Foodies,0.06,3.55,7261,0.0004889133728
35786,Display,Website,Fashionistas,0.03,3.91,13183,0.0002965940985
35787,Email,YouTube,Tech Enthusiasts,0.11,4.25,8754,0.0004854923464
35788,Search,YouTube,Foodies,0.07,5.3,17189,0.000308336727
35789,Social Media,Facebook,Health & Wellness,0.1,3.77,13957,0.0002701153543
35790,Display,Email,Foodies,0.04,4.11,15342,0.000267892061
35791,Search,Email,Foodies,0.02,5.87,14256,0.0004117564534
35792,Display,YouTube,Tech Enthusiasts,0.14,5.86,15166,0.0003863906106
35793,Social Media,Google Ads,Outdoor Adventurers,0.07,5.25,18089,0.0002902316325
35794,Influencer,YouTube,Health & Wellness,0.1,4.94,10633,0.0004645913665
35795,Search,Instagram,Health & Wellness,0.09,5.46,5665,0.0009638128861
35796,Social Media,Website,Outdoor Adventurers,0.09,4.77,14318,0.0003331470876
35797,Social Media,Facebook,Foodies,0.1,7.41,12497,0.0005929423062
35798,Display,Instagram,Fashionistas,0.03,5.95,17025,0.0003494860499
35799,Search,Website,Foodies,0.12,6.83,14698,0.0004646890733
35800,Influencer,Instagram,Foodies,0.11,3.98,11298,0.0003522747389
35801,Search,Instagram,Health & Wellness,0.07,3.2,10070,0.000317775571
35802,Display,Website,Outdoor Adventurers,0.02,5.24,17742,0.0002953443806
35803,Email,Website,Fashionistas,0.13,3.17,7763,0.0004083472884
35804,Display,Facebook,Tech Enthusiasts,0.13,4.9,16013,0.0003060013739
35805,Search,Instagram,Fashionistas,0.12,2.66,9434,0.0002819588722
35806,Social Media,Email,Foodies,0.02,3.26,6755,0.0004826054774
35807,Search,Email,Fashionistas,0.01,4.69,15031,0.0003120218216
35808,Email,Email,Fashionistas,0.08,4.84,10552,0.0004586808188
35809,Display,Instagram,Fashionistas,0.07,5.89,13099,0.0004496526452
35810,Search,Google Ads,Fashionistas,0.07,6.17,14812,0.0004165541453
35811,Social Media,Website,Health & Wellness,0.09,4.82,12052,0.000399933621
35812,Social Media,YouTube,Outdoor Adventurers,0.13,3.16,14662,0.000215523121
35813,Email,Instagram,Foodies,0.13,2.89,18913,0.000152804949
35814,Social Media,Instagram,Outdoor Adventurers,0.07,7.83,11044,0.0007089822528
35815,Display,Google Ads,Outdoor Adventurers,0.05,5.66,12889,0.0004391341454
35816,Display,Google Ads,Outdoor Adventurers,0.13,7.08,17335,0.0004084222671
35817,Display,Instagram,Foodies,0.06,5.2,12161,0.0004275964148
35818,Email,YouTube,Tech Enthusiasts,0.11,6.3,15064,0.0004182156134
35819,Influencer,YouTube,Foodies,0.11,2.8,19548,0.0001432371598
35820,Email,YouTube,Tech Enthusiasts,0.06,7.52,11616,0.0006473829201
35821,Email,Google Ads,Outdoor Adventurers,0.04,2.14,15496,0.0001381001549
35822,Influencer,YouTube,Foodies,0.15,2.72,5618,0.0004841580634
35823,Email,YouTube,Health & Wellness,0.12,7.36,18457,0.0003987646963
35824,Email,YouTube,Foodies,0.07,5.03,15171,0.000331553622
35825,Display,Website,Fashionistas,0.1,3.08,14573,0.0002113497564
35826,Email,Email,Fashionistas,0.05,3.3,10707,0.0003082095825
35827,Social Media,Google Ads,Tech Enthusiasts,0.09,4.17,15934,0.0002617045312
35828,Email,Email,Foodies,0.09,4.21,14242,0.0002956045499
35829,Display,Google Ads,Fashionistas,0.09,4.75,7075,0.0006713780919
35830,Search,Google Ads,Outdoor Adventurers,0.11,6.19,7096,0.0008723224352
35831,Display,Email,Tech Enthusiasts,0.08,2.89,17851,0.0001618956921
35832,Social Media,Facebook,Health & Wellness,0.07,6.78,15314,0.0004427321405
35833,Search,Website,Foodies,0.08,7.07,13689,0.0005164730806
35834,Email,Google Ads,Health & Wellness,0.09,5.56,19781,0.0002810778019
35835,Influencer,Instagram,Outdoor Adventurers,0.14,3.18,5339,0.0005956171568
35836,Email,Website,Tech Enthusiasts,0.07,3.15,14342,0.0002196346395
35837,Influencer,YouTube,Tech Enthusiasts,0.05,2.49,10099,0.0002465590653
35838,Influencer,Website,Fashionistas,0.13,5.93,11183,0.0005302691585
35839,Email,Instagram,Tech Enthusiasts,0.1,6.65,10878,0.0006113256113
35840,Social Media,Facebook,Fashionistas,0.04,2.04,8538,0.0002389318342
35841,Email,Email,Tech Enthusiasts,0.05,2.75,12343,0.0002227983472
35842,Social Media,Facebook,Health & Wellness,0.06,4.73,11411,0.0004145123127
35843,Email,YouTube,Foodies,0.04,3.45,7376,0.0004677331887
35844,Display,Instagram,Tech Enthusiasts,0.09,2.02,12715,0.0001588674794
35845,Search,YouTube,Foodies,0.06,3.83,11009,0.000347897175
35846,Email,Facebook,Health & Wellness,0.08,2.66,9061,0.0002935658316
35847,Influencer,Facebook,Foodies,0.04,2.6,18074,0.0001438530486
35848,Display,Instagram,Health & Wellness,0.02,2.18,11117,0.0001960960691
35849,Search,YouTube,Foodies,0.13,3.39,14017,0.0002418491831
35850,Display,Email,Foodies,0.09,4.57,5780,0.0007906574394
35851,Social Media,Google Ads,Foodies,0.06,2.55,7700,0.0003311688312
35852,Influencer,YouTube,Health & Wellness,0.06,7.28,12980,0.0005608628659
35853,Email,Website,Fashionistas,0.07,7.36,6425,0.001145525292
35854,Social Media,YouTube,Health & Wellness,0.1,7.19,15357,0.0004681904018
35855,Email,YouTube,Fashionistas,0.12,2.63,5261,0.000499904961
35856,Social Media,Facebook,Fashionistas,0.14,3.67,14255,0.0002574535251
35857,Search,Website,Outdoor Adventurers,0.11,5.22,8334,0.000626349892
35858,Social Media,Google Ads,Fashionistas,0.12,5.62,9447,0.0005948978512
35859,Search,Google Ads,Health & Wellness,0.1,6.65,15391,0.0004320706907
35860,Social Media,Email,Fashionistas,0.02,5.16,18133,0.0002845640545
35861,Social Media,Facebook,Foodies,0.12,3.5,9355,0.0003741314805
35862,Influencer,YouTube,Fashionistas,0.08,5.98,12132,0.0004929113089
35863,Social Media,Website,Outdoor Adventurers,0.07,6.13,5758,0.001064605766
35864,Influencer,Facebook,Health & Wellness,0.05,3.69,9570,0.0003855799373
35865,Social Media,YouTube,Foodies,0.02,3.04,10938,0.0002779301518
35866,Email,YouTube,Fashionistas,0.02,3.84,12436,0.0003087809585
35867,Search,Website,Fashionistas,0.05,7.31,18671,0.0003915162552
35868,Email,Website,Foodies,0.13,4.24,19797,0.0002141738647
35869,Search,YouTube,Outdoor Adventurers,0.07,3.01,8194,0.0003673419575
35870,Influencer,Instagram,Foodies,0.05,4.48,5813,0.0007706863926
35871,Display,Website,Fashionistas,0.09,3.96,6516,0.0006077348066
35872,Email,YouTube,Foodies,0.02,5.2,9531,0.000545588081
35873,Influencer,Google Ads,Outdoor Adventurers,0.08,5.96,15496,0.0003846153846
35874,Display,Email,Fashionistas,0.14,7.55,16153,0.0004674054355
35875,Display,Website,Tech Enthusiasts,0.02,5.41,17440,0.000310206422
35876,Influencer,Instagram,Foodies,0.06,4.38,19704,0.0002222898904
35877,Influencer,Instagram,Foodies,0.07,4.99,19117,0.0002610242193
35878,Search,YouTube,Foodies,0.09,4.91,17783,0.0002761063937
35879,Search,Instagram,Fashionistas,0.05,5.2,17172,0.0003028185418
35880,Social Media,Google Ads,Foodies,0.09,5.03,7877,0.0006385679827
35881,Search,YouTube,Outdoor Adventurers,0.1,6.79,8251,0.0008229305539
35882,Email,Website,Tech Enthusiasts,0.13,4.89,6745,0.0007249814678
35883,Search,YouTube,Health & Wellness,0.13,6.1,6711,0.0009089554463
35884,Search,Facebook,Outdoor Adventurers,0.08,4.72,18335,0.0002574311426
35885,Search,Facebook,Tech Enthusiasts,0.03,6.88,9180,0.0007494553377
35886,Influencer,YouTube,Fashionistas,0.1,6.81,9214,0.000739092685
35887,Email,Instagram,Foodies,0.02,7.2,14187,0.0005075068725
35888,Influencer,Facebook,Fashionistas,0.1,5.05,8471,0.000596151576
35889,Display,YouTube,Foodies,0.1,3.77,11569,0.0003258708618
35890,Search,YouTube,Outdoor Adventurers,0.12,3.85,12288,0.0003133138021
35891,Influencer,Instagram,Tech Enthusiasts,0.05,6.74,18186,0.0003706147586
35892,Search,Facebook,Foodies,0.1,3.22,6381,0.0005046230998
35893,Social Media,Email,Outdoor Adventurers,0.03,2.13,11027,0.0001931622381
35894,Social Media,Instagram,Foodies,0.04,4.71,7953,0.0005922293474
35895,Search,Facebook,Fashionistas,0.14,7.51,7762,0.0009675341407
35896,Search,Website,Foodies,0.12,5.95,7607,0.0007821743131
35897,Search,Website,Fashionistas,0.11,2.18,6459,0.000337513547
35898,Display,Email,Foodies,0.09,2.67,5867,0.0004550877791
35899,Social Media,YouTube,Tech Enthusiasts,0.05,7.16,13500,0.0005303703704
35900,Display,Website,Tech Enthusiasts,0.09,2.08,11596,0.0001793721973
35901,Search,Website,Foodies,0.1,4.72,10430,0.0004525407478
35902,Search,Google Ads,Tech Enthusiasts,0.06,6.33,14858,0.0004260331135
35903,Email,Facebook,Fashionistas,0.07,7.91,15338,0.0005157126092
35904,Search,Facebook,Fashionistas,0.01,2.44,13668,0.0001785191689
35905,Search,Website,Outdoor Adventurers,0.13,3.5,6442,0.0005433095312
35906,Display,Website,Foodies,0.12,5.03,14589,0.0003447803139
35907,Email,Facebook,Foodies,0.04,2.13,14306,0.0001488885782
35908,Email,Instagram,Tech Enthusiasts,0.11,6.17,14940,0.0004129852744
35909,Display,YouTube,Outdoor Adventurers,0.08,6.2,15808,0.0003922064777
35910,Influencer,YouTube,Foodies,0.08,4.97,17473,0.0002844388485
35911,Display,YouTube,Tech Enthusiasts,0.1,5.56,15899,0.0003497075288
35912,Display,Website,Fashionistas,0.13,3.19,6962,0.0004582016662
35913,Display,YouTube,Health & Wellness,0.07,5.77,12525,0.0004606786427
35914,Social Media,Facebook,Fashionistas,0.15,5.45,19887,0.0002740483733
35915,Social Media,Email,Outdoor Adventurers,0.1,3.62,12069,0.0002999420002
35916,Influencer,YouTube,Outdoor Adventurers,0.14,5.61,13766,0.0004075257882
35917,Email,Website,Fashionistas,0.11,6.25,17878,0.0003495916769
35918,Social Media,Google Ads,Foodies,0.03,2.39,11841,0.0002018410607
35919,Display,Website,Tech Enthusiasts,0.11,3.91,14064,0.0002780147895
35920,Search,Google Ads,Health & Wellness,0.06,6.83,9126,0.000748411133
35921,Display,Website,Tech Enthusiasts,0.13,5.34,19196,0.0002781829548
35922,Display,Facebook,Fashionistas,0.14,5.15,13135,0.0003920822231
35923,Influencer,Instagram,Outdoor Adventurers,0.13,5.08,12306,0.0004128067609
35924,Search,YouTube,Health & Wellness,0.09,3.68,19913,0.000184803897
35925,Display,Email,Tech Enthusiasts,0.11,6.6,13676,0.0004825972507
35926,Social Media,YouTube,Health & Wellness,0.07,7.1,19763,0.0003592571978
35927,Social Media,Instagram,Health & Wellness,0.11,5.98,19575,0.0003054916986
35928,Search,Email,Tech Enthusiasts,0.12,2.71,19441,0.0001393961216
35929,Search,Email,Fashionistas,0.13,3.1,6640,0.0004668674699
35930,Display,YouTube,Health & Wellness,0.08,4.73,15362,0.0003079026168
35931,Influencer,Instagram,Foodies,0.08,6.96,8508,0.0008180535966
35932,Social Media,Facebook,Tech Enthusiasts,0.05,6.38,12591,0.0005067111429
35933,Social Media,Google Ads,Health & Wellness,0.03,6.2,8616,0.0007195914578
35934,Influencer,Google Ads,Fashionistas,0.04,5.36,18434,0.0002907670609
35935,Display,Website,Tech Enthusiasts,0.03,2.69,5970,0.0004505862647
35936,Email,Google Ads,Health & Wellness,0.05,5.86,5018,0.001167795935
35937,Search,Facebook,Tech Enthusiasts,0.09,7.16,15671,0.0004568949014
35938,Social Media,Website,Foodies,0.06,4.93,5250,0.000939047619
35939,Social Media,YouTube,Fashionistas,0.04,4.78,18520,0.0002580993521
35940,Search,Facebook,Tech Enthusiasts,0.12,7.85,9220,0.0008514099783
35941,Social Media,Email,Fashionistas,0.14,3.88,13207,0.0002937835996
35942,Display,Website,Outdoor Adventurers,0.03,5.71,16194,0.0003525997283
35943,Social Media,Google Ads,Foodies,0.02,3.35,16903,0.0001981896705
35944,Search,Facebook,Fashionistas,0.11,7.12,12499,0.0005696455716
35945,Display,Facebook,Tech Enthusiasts,0.09,6.89,8156,0.0008447768514
35946,Influencer,Facebook,Foodies,0.04,6.83,6673,0.001023527649
35947,Email,YouTube,Foodies,0.06,3.5,6180,0.0005663430421
35948,Display,Facebook,Foodies,0.11,3.19,8511,0.0003748090706
35949,Email,Email,Health & Wellness,0.09,3.72,15726,0.0002365509348
35950,Search,Website,Fashionistas,0.12,5.51,7286,0.0007562448531
35951,Search,Website,Fashionistas,0.09,7,6673,0.001049003447
35952,Influencer,YouTube,Foodies,0.1,6.45,7000,0.0009214285714
35953,Email,YouTube,Tech Enthusiasts,0.04,6.73,10497,0.0006411355625
35954,Search,Website,Tech Enthusiasts,0.11,7.7,12128,0.0006348944591
35955,Email,YouTube,Foodies,0.05,4.93,19746,0.0002496708194
35956,Social Media,Instagram,Health & Wellness,0.07,4.93,11590,0.0004253666954
35957,Search,Email,Tech Enthusiasts,0.07,6.56,17410,0.0003767949454
35958,Social Media,YouTube,Tech Enthusiasts,0.1,4.62,15082,0.000306325421
35959,Display,Google Ads,Health & Wellness,0.15,6.38,9052,0.0007048166151
35960,Email,Google Ads,Fashionistas,0.1,6.31,18519,0.000340731141
35961,Social Media,Email,Outdoor Adventurers,0.12,2.82,14209,0.0001984657611
35962,Search,YouTube,Fashionistas,0.05,7.5,13731,0.0005462093074
35963,Social Media,Facebook,Outdoor Adventurers,0.15,6.69,12854,0.000520460557
35964,Search,Google Ads,Health & Wellness,0.11,5.68,9648,0.0005887230514
35965,Search,Website,Health & Wellness,0.11,7.33,16522,0.0004436508897
35966,Influencer,Website,Tech Enthusiasts,0.04,4.19,10003,0.0004188743377
35967,Display,Website,Outdoor Adventurers,0.14,6.12,19219,0.0003184348821
35968,Display,Facebook,Outdoor Adventurers,0.11,2.58,14651,0.0001760971947
35969,Influencer,Facebook,Tech Enthusiasts,0.05,3.32,5326,0.000623357116
35970,Display,Email,Foodies,0.02,2.89,6018,0.0004802259887
35971,Email,Email,Fashionistas,0.06,7.67,14036,0.0005464519806
35972,Email,Website,Tech Enthusiasts,0.14,5.56,16083,0.0003457066468
35973,Search,Facebook,Foodies,0.08,7.57,12689,0.0005965797147
35974,Email,Email,Health & Wellness,0.03,7.18,17523,0.0004097471894
35975,Display,Instagram,Health & Wellness,0.03,2.5,17607,0.0001419889817
35976,Email,Website,Foodies,0.08,6.44,7135,0.0009025928521
35977,Social Media,Instagram,Outdoor Adventurers,0.02,5.76,10602,0.0005432937182
35978,Search,Google Ads,Tech Enthusiasts,0.09,4.35,11855,0.0003669337832
35979,Display,Facebook,Tech Enthusiasts,0.11,2.18,6330,0.0003443917852
35980,Influencer,Website,Foodies,0.13,7.03,8254,0.0008517082627
35981,Email,YouTube,Foodies,0.09,4.21,19362,0.0002174362153
35982,Email,Facebook,Fashionistas,0.14,2.42,12132,0.0001994724695
35983,Search,Website,Foodies,0.03,5.78,12607,0.0004584754501
35984,Email,Instagram,Fashionistas,0.1,2.66,9970,0.0002668004012
35985,Display,Website,Foodies,0.02,6.17,5735,0.001075850044
35986,Social Media,Google Ads,Fashionistas,0.12,6.78,5082,0.001334120425
35987,Email,Email,Health & Wellness,0.02,6.04,19000,0.0003178947368
35988,Display,Email,Outdoor Adventurers,0.05,2.79,10050,0.0002776119403
35989,Display,Instagram,Foodies,0.01,3.84,19091,0.0002011418993
35990,Display,Google Ads,Outdoor Adventurers,0.08,4.94,13931,0.0003546048381
35991,Display,Website,Fashionistas,0.14,2.03,11477,0.0001768754901
35992,Email,Instagram,Fashionistas,0.08,2.88,13039,0.000220875834
35993,Email,YouTube,Foodies,0.04,7.26,16064,0.0004519422311
35994,Search,Facebook,Tech Enthusiasts,0.14,2.71,10001,0.0002709729027
35995,Display,Email,Outdoor Adventurers,0.01,5.09,13573,0.0003750092095
35996,Display,YouTube,Health & Wellness,0.15,4.4,12586,0.0003495947879
35997,Email,Website,Outdoor Adventurers,0.02,4.31,10986,0.000392317495
35998,Display,YouTube,Tech Enthusiasts,0.07,6.29,9855,0.000638254693
35999,Email,Facebook,Tech Enthusiasts,0.02,5.61,8807,0.0006369933008
36000,Social Media,Email,Fashionistas,0.02,4.89,18559,0.0002634840239
36001,Email,Facebook,Foodies,0.12,7.32,13667,0.0005355966928
36002,Email,Instagram,Tech Enthusiasts,0.09,2.08,16250,0.000128
36003,Social Media,Email,Health & Wellness,0.1,6.95,17145,0.0004053659959
36004,Search,Instagram,Outdoor Adventurers,0.13,4.87,10466,0.0004653162622
36005,Display,Instagram,Foodies,0.06,2.5,18599,0.0001344158288
36006,Display,Google Ads,Foodies,0.08,3.68,12760,0.0002884012539
36007,Social Media,Instagram,Health & Wellness,0.12,4.3,8255,0.0005208964264
36008,Social Media,Facebook,Tech Enthusiasts,0.05,2.97,8305,0.000357615894
36009,Email,Instagram,Fashionistas,0.05,3.81,14938,0.0002550542241
36010,Influencer,Google Ads,Tech Enthusiasts,0.13,2.23,13463,0.0001656391592
36011,Email,Facebook,Outdoor Adventurers,0.11,7.95,14956,0.0005315592404
36012,Social Media,Email,Tech Enthusiasts,0.12,6.69,6256,0.001069373402
36013,Email,Google Ads,Foodies,0.14,2.14,10689,0.0002002058191
36014,Email,Website,Fashionistas,0.07,4.15,14713,0.0002820634813
36015,Email,YouTube,Tech Enthusiasts,0.05,4.37,10020,0.0004361277445
36016,Email,YouTube,Fashionistas,0.03,7.27,10295,0.0007061680427
36017,Email,Instagram,Fashionistas,0.13,6.06,8346,0.0007260963336
